provider,type,code,name,status,latitude,longitude
UTC API,Cruce Icarus,CRU_033104,Av. Cobo - Cachimayo - Mom,Red caída,-34.6422132,-58.4346432
UTC API,Cruce Icarus,CRU_033105,Av. Cobo - Picheuta,Red caída,-34.6418967,-58.4331009
UTC API,Cruce Icarus,CRU_033102,Av. Cobo - Victor Martinez - Crespo,Red caída,-34.6428534,-58.4377649
UTC API,Cruce Icarus,CRU_033103,Av. Cobo - E.Mitre - A. de Vedia,Red caída,-34.642529,-58.4362408
UTC API,Cruce Icarus,CRU_033109,Del Barco Centenera - Barros Pasos,Red caída,-34.6458903,-58.4311173
UTC API,Cruce Icarus,CRU_033106,Del Barco Centenera - Zañartú,Red caída,-34.6396001,-58.4324646
UTC API,Cruce Icarus,CRU_033107,Av. José María Moreno - Zañartú,Red caída,-34.639502,-58.4315798
UTC API,Cruce Sitra,b3c8fd92-254e-46ac-ae61-460d9117e0f1,1231,Conectado,-34.59663277267873,-58.40734983426476
UTC API,Cruce Sitra,6742fb85-dcec-48a3-87d0-946ed1b2e5b0,8259,Conectado,-34.632853435718275,-58.36033764453836
UTC API,Cruce Icarus,CRU_033176,Av. Lafuente - Chilavert,Red caída,-34.6586016,-58.4439561
UTC API,Cruce Sitra,9b814896-b874-4276-9194-70b8a9e752b8,8410,Desconocido,-34.64156148312138,-58.393814962963084
ETX Signals,Cruce ETX,SR-1606,1606,Conectado,-34.60909420991044,-58.38121978302002
UTC API,Cruce Sitra,a67ad2e6-f04e-44c6-a327-557396ec1a94,2870,Desconocido,-34.62617936481579,-58.387250965069654
UTC API,Cruce Sitra,ff4f3be0-9a16-4fbe-91da-a7090ae31446,1222,Conectado,-34.59963289826497,-58.39991119841209
ETX Signals,Cruce ETX,SR-1605,1605,Conectado,-34.609023567255996,-58.38053313751221
UTC API,Cruce Icarus,CRU_033162,Av. F.F. De la Cruz - Gual,Red caída,-34.6442029,-58.4244785
UTC API,Cruce Icarus,CRU_033160,Av. F.F. De la Cruz - Tilcara,Red caída,-34.6456153,-58.4260232
UTC API,Cruce Icarus,CRU_033161,Av. F.F. De la Cruz - Av. Riestra - Las Palmas,Red caída,-34.6448911,-58.4253351
UTC API,Cruce Icarus,CRU_033165,Av. F. F. de la Cruz - Av. Varela Sur,Red caída,-34.6558437,-58.4379898
ETX Signals,Cruce ETX,SR-1617,1617,Conectado,-34.611778586240014,-58.380447306823726
ETX Signals,Cruce ETX,SR-1618,1618,Conectado,-34.611778586240014,-58.38113395233154
ETX Signals,Cruce ETX,SR-1615,1615,Conectado,-34.61086025673674,-58.38113395233154
UTC API,Cruce Icarus,CLT#040345,Jorge Newbery - Caldas,Error de conexión,-34.606189,-58.435017
ETX Signals,Cruce ETX,SR-1614,1614,Conectado,-34.61078961558497,-58.380447306823726
ETX Signals,Cruce ETX,SR-1611,1611,Conectado,-34.609659348982085,-58.38113395233154
UTC API,Cruce Icarus,CLT#040342,Av. Dorrego - El Salvador/Conesa,Conectado,-34.5791229,-58.4405866
UTC API,Cruce Icarus,CLT#040341,Av. Dorrego - Cramer/Costa Rica,Conectado,-34.5785415,-58.4399964
ETX Signals,Cruce ETX,SR-1610,1610,Conectado,-34.609659348982085,-58.380447306823726
UTC API,Cruce Icarus,CLT#040343,Av. Dorrego - Charlone/Castillo,Conectado,-34.58559,-58.445121
UTC API,Cruce Sitra,4be4cef6-8be6-4a84-ad54-32dd9d13cd44,2223,Desconocido,-34.61925503983845,-58.366373234336926
UTC API,Cruce Icarus,CLT#040340,Av. Dorrego - Honduras / Zapiola,Conectado,-34.5800494,-58.4415874
UTC API,Cruce Sitra,e1e6aa42-4d01-41aa-9dc5-7485eb10f8d4,2324,Conectado,-34.6285499603988,-58.36605715946969
UTC API,Cruce Icarus,CRU_033151,Av. F. F. de la Cruz - Esteban Bonorino,Red caída,-34.6530348,-58.4344956
UTC API,Cruce Icarus,CRU_033152,Av. F. F. de la Cruz - Charrua,Red caída,-34.652428,-58.4336938
UTC API,Cruce Icarus,CRU_033150,Av. F. F. de la Cruz - Carlos Berg,Red caída,-34.6535615,-58.4351515
UTC API,Cruce Icarus,CRU_033155,Av. F. F. de la Cruz - Agustín de Vedia,Red caída,-34.649787,-58.430483
UTC API,Cruce Icarus,CRU_033153,Av. F. F. de la Cruz - Erezcano,Red caída,-34.651164,-58.432097
UTC API,Cruce Icarus,CRU_033154,Av. F. F. de la Cruz - Av. Perito Moreno,Red caída,-34.6503266,-58.4311239
UTC API,Cruce Icarus,CRU_033159,Av. F.F. De la Cruz - Del Bañado,Red caída,-34.6463445,-58.4267535
UTC API,Cruce Icarus,CRU_033157,Av. F.F. De la Cruz - Fournier,Red caída,-34.6434662,-58.4235766
