provider,type,code,name,status,latitude,longitude
UTC API,Cruce Sitra,96eb7a30-7149-4e6f-be44-b7f58cd8483e,1202,Desconocido,-34.59826694645006,-58.38694418263216
UTC API,Cruce Icarus,CLT#080225,Av. Lope de Vega - Tinogasta,Conectado,-34.6170934,-58.5210171
UTC API,Cruce Icarus,CLT#060635,Yerbal - Artigas,Conectado,-34.628017,-58.4646348
UTC API,Cruce Icarus,CLT#060636,Av. Nazca - Yerbal/V. Flores,Conectado,-34.6294186,-58.4702246
UTC API,Cruce Icarus,CLT#060633,Yerbal - Caracas,Conectado,-34.6271976,-58.461742
UTC API,Cruce Icarus,CLT#060634,Yerbal - Fray Cayetano Rodríguez,Conectado,-34.6276211,-58.4631765
UTC API,Cruce Icarus,CLT#060639,Ramón L. Falcón - Pedernera,Conectado,-34.6304792,-58.4635992
UTC API,Cruce Icarus,CLT#060637,Ramón L. Falcón - Camacuá,Conectado,-34.6288081,-58.4582123
UTC API,Cruce Icarus,CLT#060638,Ramón L. Falcón - Varela,Conectado,-34.6308995,-58.4649704
UTC API,Cruce Sitra,eab6488c-33ac-4c24-b625-1b13d263fc58,1344,Desconocido,-34.60189996185579,-58.3913173540481
UTC API,Cruce Icarus,CLT#060631,Yerbal - Boyacá,Conectado,-34.6255998,-58.4574494
UTC API,Cruce Icarus,CLT#060632,Yerbal - Granaderos,Conectado,-34.6263919,-58.4594603
UTC API,Cruce Icarus,CLT#060630,Av. Donato Alvarez - Yerbal,Conectado,-34.6244717,-58.4545907
UTC API,Cruce Icarus,CLT#080222,Av. Lope de Vega - Cnel Ramón Lista,Conectado,-34.6145845,-58.5242736
UTC API,Cruce Icarus,CLT#080223,Av. Lope de Vega - José Pedro Varela,Conectado,-34.6154908,-58.5231202
UTC API,Cruce Icarus,CLT#080220,Av. Lope de Vega - Pedro Morán,Conectado,-34.6123807,-58.5273505
UTC API,Cruce Icarus,CLT#080221,Av. Lope de Vega - José Luis Cantilo,Conectado,-34.6129759,-58.5265391
UTC API,Cruce Sitra,c08ed244-8ccc-4d73-9e06-040079c4bd8e,8956,Desconocido,-34.598374636265135,-58.36817928971422
UTC API,Cruce Icarus,CLT#060646,Ramón L. Falcón - Pergamino,Conectado,-34.6334,-58.4739991
UTC API,Cruce Icarus,CLT#060647,Av. Rivadavia - Moreto/Olivieri,Conectado,-34.636074,-58.491071
UTC API,Cruce Icarus,CLT#060644,Av. Rivadavia - Lacarra/Carrasco/Olivera,Conectado,-34.6352379,-58.4875845
UTC API,Cruce Icarus,CLT#060645,Av. Rivadavia - Santiago de las Carreras/Olmos,Conectado,-34.6356755,-58.489423
UTC API,Cruce Icarus,CLT#060648,Yerbal - Argerich,Conectado,-34.62986,-58.471786
UTC API,Cruce Icarus,CLT#060642,Av. Olivera - Rafaela,Conectado,-34.6378272,-58.486888
UTC API,Cruce Icarus,CLT#060643,Av. Olivera - Ramón L. Falcón,Conectado,-34.6365051,-58.4873016
UTC API,Cruce Icarus,CLT#060640,Ramón L. Falcón - Mariano Acosta,Conectado,-34.6350343,-58.4810417
UTC API,Cruce Icarus,CLT#060641,Ramón L. Falcón - Lacarra,Conectado,-34.636248,-58.4863101
UTC API,Cruce Sitra,84344121-ef48-492b-8e78-ec5df87287e1,8931,Desconocido,-34.601658524435564,-58.367348180156704
UTC API,Cruce Sitra,7b4fce90-4767-43da-82db-98e347263122,1287,Conectado,-34.597236309563996,-58.39320249768939
UTC API,Cruce Sitra,4adb55cd-88b2-4841-9163-1e4e979f803a,3803,Desconocido,-34.59708692932233,-58.37179587279677
UTC API,Cruce Sitra,b2f2e41a-0075-4b0e-a032-c6f9586817b3,8144,Conectado,-34.62564447364698,-58.37505689928909
UTC API,Cruce Icarus,CLT#080242,Av. Francisco Beiro - Mercedes,Conectado,-34.604239,-58.509196
UTC API,Cruce Icarus,CLT#080243,Av. Francisco Beiró - Víctor Hugo,Conectado,-34.616465,-58.528291
UTC API,Cruce Sitra,5ea55436-2e8f-40be-ad67-e782514e3a30,1724,Desconocido,-34.594097310952684,-58.378534599999995
UTC API,Cruce Icarus,CLT#080241,Av. Francisco Beiró - Quevedo,Red caída,-34.610544,-58.519424
UTC API,Cruce Sitra,a9f53658-c0fb-4ee1-bfa1-2230ebcb9cf7,3858,Conectado,-34.59934308687353,-58.369089009212054
UTC API,Cruce Sitra,ee4f4c8d-34b2-40e0-ba7f-2559e3ddad0c,2306,Conectado,-34.62444008166097,-58.37402245191289
UTC API,Cruce Sitra,48ab562e-9b91-44f4-a5bc-b26514cdece8,1031,Desconocido,-34.612165599719276,-58.36718099785045
UTC API,Cruce Sitra,ee8f0851-b150-4f73-b1d6-56a2951135c2,8462,Desconocido,-34.65108571097598,-58.4005438
UTC API,Cruce Sitra,cb2ad06f-d11f-4ba6-8a6a-57eb586af34f,8366,Desconocido,-34.64892897782274,-58.377082621451805
Optimus signals,Cruce ETX,SR-7642,7642,Conectado,-34.558464312814344,-58.48605783081054
Optimus signals,Cruce ETX,SR-7643,7643,Conectado,-34.55818156963456,-58.485371185302725
UTC API,Cruce Sitra,9ea709c4-8138-4d33-a8c7-90e92acb5d94,1015,Conectado,-34.609248679394334,-58.36930118747343
Optimus signals,Cruce ETX,SR-7644,7644,Conectado,-34.55733333432899,-58.48674447631835
Optimus signals,Cruce ETX,SR-7645,7645,Conectado,-34.557050587305056,-58.48605783081054
Optimus signals,Cruce ETX,SR-7646,7646,Conectado,-34.55648509037413,-58.48743112182616
Optimus signals,Cruce ETX,SR-7648,7648,Conectado,-34.55591958959912,-58.488117767333975
Optimus signals,Cruce ETX,SR-7649,7649,Conectado,-34.555354084980074,-58.487087799072256
UTC API,Cruce Sitra,7cad7d71-f475-49aa-96a1-60247ceb47d1,1141,Conectado,-34.591488716275634,-58.39810586751096
UTC API,Cruce Sitra,bbcf7a83-a38f-4f92-9a6e-3ca45aeb67c5,2205,Conectado,-34.61833013159407,-58.36896576913197
UTC API,Cruce Sitra,f6b95545-5a45-4665-a486-c6cbba785926,1281,Conectado,-34.594842049681816,-58.39321060277411
UTC API,Cruce Sitra,b17f95fb-f09e-421e-9f75-a38924358acb,1103,Conectado,-34.5863405653229,-58.39496555881054
Optimus signals,Cruce ETX,SR-7660,7660,Conectado,-34.555354084980074,-58.49567086791991
Optimus signals,Cruce ETX,SR-7661,7661,Conectado,-34.5556368377701,-58.49601419067382
Optimus signals,Cruce ETX,SR-7662,7662,Conectado,-34.554788576517005,-58.49395425415038
Optimus signals,Cruce ETX,SR-7663,7663,Conectado,-34.55507133122904,-58.493610931396475
Optimus signals,Cruce ETX,SR-7654,7654,Conectado,-34.55252650422512,-58.498074127197256
UTC API,Cruce Sitra,d0093ba9-0d4e-4f96-81e4-0c0315f895ef,1191,Desconocido,-34.59289037347414,-58.377126240845
UTC API,Cruce Sitra,45642e14-d453-4f04-be14-6eedf6249f23,2302,Conectado,-34.62407630328938,-58.3680275645609
Optimus signals,Cruce ETX,SR-7621,7621,Conectado,-34.55987801429753,-58.489147735595694
Optimus signals,Cruce ETX,SR-7622,7622,Conectado,-34.55931253658742,-58.488117767333975
Optimus signals,Cruce ETX,SR-7623,7623,Conectado,-34.56016075171099,-58.489834381103506
UTC API,Cruce Sitra,dd05ecc7-292c-4c26-8739-3322cd86a6e8,1274,Desconocido,-34.595239950808896,-58.3799347067918
Optimus signals,Cruce ETX,SR-7640,7640,Conectado,-34.55987801429753,-58.485371185302725
Optimus signals,Cruce ETX,SR-7641,7641,Conectado,-34.55931253658742,-58.484341217041006
Optimus signals,Cruce ETX,SR-7632,7632,Conectado,-34.56411897458588,-58.48193795776366
Optimus signals,Cruce ETX,SR-7634,7634,Conectado,-34.56327079982793,-58.482624603271475
Optimus signals,Cruce ETX,SR-7635,7635,Conectado,-34.562988072986386,-58.48228128051757
Optimus signals,Cruce ETX,SR-7636,7636,Conectado,-34.562139886695185,-58.483654571533194
Optimus signals,Cruce ETX,SR-7638,7638,Conectado,-34.56129169175415,-58.484341217041006
Optimus signals,Cruce ETX,SR-7639,7639,Conectado,-34.56072622365472,-58.48331124877929
UTC API,Cruce Sitra,5f0b9813-9c46-476c-880d-f0ab95d3fd53,2335,Conectado,-34.62683117646761,-58.377271392875436
UTC API,Cruce Sitra,61fa5d52-7477-47d2-863f-e0ffcbfef65a,8290,Conectado,-34.645648924292985,-58.36843984349671
Optimus signals,Cruce ETX,SR-7601,7601,Conectado,-34.56440169758297,-58.479878021240225
Optimus signals,Cruce ETX,SR-7602,7602,Conectado,-34.56468441961895,-58.480907989501944
Optimus signals,Cruce ETX,SR-7603,7603,Conectado,-34.564967140693795,-58.48125131225585
Optimus signals,Cruce ETX,SR-7604,7604,Conectado,-34.56524986080752,-58.48193795776366
Optimus signals,Cruce ETX,SR-7605,7605,Conectado,-34.56581529815156,-58.482624603271475
Optimus signals,Cruce ETX,SR-7606,7606,Conectado,-34.566380731651044,-58.483654571533194
UTC API,Cruce Omnia,1400,1400,Error de conexión,-34.6019432,-58.403597
UTC API,Cruce Sitra,2c3cc971-a5bf-4268-b439-238506c40649,3852,Conectado,-34.6004995952632,-58.36930591257338
Optimus signals,Cruce ETX,SR-7610,7610,Conectado,-34.564967140693795,-58.478161407470694
Optimus signals,Cruce ETX,SR-7611,7611,Conectado,-34.56553257996011,-58.478848052978506
Optimus signals,Cruce ETX,SR-7612,7612,Conectado,-34.56609801538187,-58.479878021240225
Optimus signals,Cruce ETX,SR-7613,7613,Conectado,-34.566663446959076,-58.48056466674804
Optimus signals,Cruce ETX,SR-7614,7614,Conectado,-34.56722887469167,-58.481594635009756
Optimus signals,Cruce ETX,SR-7617,7617,Error de conexión,-34.567511587116236,-58.479878021240225
UTC API,Cruce Sitra,908317bd-6d69-4c35-8829-6ba25da2375e,1556,Conectado,-34.60498181426465,-58.381574833864
UTC API,Cruce Sitra,622be021-f6f0-4635-a482-77ddae67c57a,1032,Desconocido,-34.61098237110284,-58.36728828621104
UTC API,Cruce Sitra,09b1cd4e-6f7f-46a6-9332-5f17bf5c6a60,8217,Conectado,-34.637832644094416,-58.390079268079106
UTC API,Cruce Sitra,890f3c5d-3a9f-43ad-8bcf-328bd484c7d2,8409,Desconocido,-34.64083477882643,-58.39148820236529
UTC API,Cruce Sitra,e7886382-b7a2-4028-a75c-27c98c8eb5bf,8579,Conectado,-34.63490639520684,-58.39383879120822
UTC API,Cruce Sitra,1d5f820e-1077-400b-9011-639ca8ab04e1,1247,Desconocido,-34.59730168202058,-58.39619050193941
UTC API,Cruce Omnia,1398,1398,Error de conexión,-34.6022018,-58.4009064
UTC API,Cruce Sitra,08ab66e4-fc16-46db-a00d-77f8f793f518,8274,Desconocido,-34.630802745165646,-58.370536846670774
UTC API,Cruce Sitra,784fc447-5255-45e9-8f6f-bd57e89e32bc,1334,Desconocido,-34.60205469635717,-58.39412235134377
ETX Signals,Cruce ETX,SR-1406,1406,Conectado,-34.60535006640131,-58.40825644989014
ETX Signals,Cruce ETX,SR-1403,1403,Conectado,-34.61255562634703,-58.406883158874514
UTC API,Cruce Sitra,373d917b-25a9-480b-a906-ba24cd328976,8260,Conectado,-34.633656761662245,-58.35989239784189
ETX Signals,Cruce ETX,SR-1411,1411,Error de conexión,-34.60916485250475,-58.41186133880615
UTC API,Cruce Sitra,e6af6e0d-8fe0-4f34-9ee1-0acb0611081a,1264,Conectado,-34.59583877235301,-58.39197156641549
UTC API,Cruce Sitra,04e57f6e-a64d-46e1-a9ad-e7dce9fb3efc,1727,Desconocido,-34.59583848281149,-58.3752619625064
UTC API,Cruce Sitra,a1bad3dc-a10d-4858-a890-7a45fbcb928c,8355,Red caída,-34.65178515395355,-58.37390660611712
UTC API,Cruce Sitra,c2337197-581a-4b4b-88ee-7875777e86ba,1510,Conectado,-34.59908188860493,-58.38251053369074
UTC API,Cruce Sitra,753b7865-ea9c-44f4-a2c1-39d8845a67f8,1114,Conectado,-34.59001995080681,-58.394032082599395
ETX Signals,Cruce ETX,SR-1439,1439,Conectado,-34.61029512583957,-58.40885726470947
ETX Signals,Cruce ETX,SR-1437,1437,Conectado,-34.61008320076136,-58.40602485198975
ETX Signals,Cruce ETX,SR-1438,1438,Conectado,-34.61022448420693,-58.40774146575928
ETX Signals,Cruce ETX,SR-1435,1435,Conectado,-34.61001255894842,-58.403364100646975
ETX Signals,Cruce ETX,SR-1436,1436,Error de conexión,-34.61008320076136,-58.40456573028564
ETX Signals,Cruce ETX,SR-1433,1433,Conectado,-34.60980063314893,-58.40044585723877
ETX Signals,Cruce ETX,SR-1434,1434,Conectado,-34.609871275142204,-58.40173331756591
ETX Signals,Cruce ETX,SR-1431,1431,Conectado,-34.6095887068085,-58.39752761383056
ETX Signals,Cruce ETX,SR-1432,1432,Conectado,-34.609729991095556,-58.39898673553466
ETX Signals,Cruce ETX,SR-1430,1430,Conectado,-34.609518064574814,-58.39624015350342
UTC API,Cruce Sitra,f9098a58-d6a2-4179-98da-23c98dc5bce6,1508,Conectado,-34.59905851192987,-58.38188382955471
UTC API,Cruce Sitra,9679fee5-d516-46bb-9c48-063def00b3b9,1562,Conectado,-34.605916695259296,-58.377958725111846
ETX Signals,Cruce ETX,SR-1449,1449,Conectado,-34.60916485250475,-58.41040221710205
ETX Signals,Cruce ETX,SR-1444,1444,Error de conexión,-34.60895292454146,-58.40611068267822
ETX Signals,Cruce ETX,SR-1445,1445,Conectado,-34.608740996037206,-58.40473739166259
ETX Signals,Cruce ETX,SR-1442,1442,Conectado,-34.60909420991044,-58.408771434021
ETX Signals,Cruce ETX,SR-1443,1443,Conectado,-34.609023567255996,-58.40739814300537
ETX Signals,Cruce ETX,SR-1440,1440,Conectado,-34.61043640892451,-58.41031638641357
ETX Signals,Cruce ETX,SR-1441,1441,Conectado,-34.61057769176901,-58.411689677429194
UTC API,Cruce Sitra,b3454cd6-40fe-496f-bc03-0803339545a6,8341,Red caída,-34.64833383036371,-58.37383057679614
ETX Signals,Cruce ETX,SR-1458,1458,Conectado,-34.612979463339876,-58.41151801605224
ETX Signals,Cruce ETX,SR-1456,1456,Conectado,-34.610648333101096,-58.41306296844482
UTC API,Cruce Sitra,e45bacb7-69e1-4591-b129-b9183444494e,8263,Conectado,-34.636148479844934,-58.35843864055582
UTC API,Cruce Omnia,1332,1332,Error de conexión,-34.60317505688711,-58.392430584654036
Optimus signals,NTCIP,SR-3030_NTCIP,3030_NTCIP,Conectado,-34.5556368377701,-58.438679290771475
UTC API,Cruce Sitra,27d2addb-6b8c-41cf-8d58-0795b1229b06,8417,Conectado,-34.642912183873165,-58.38970120381787
UTC API,Cruce Omnia,1339,1339,Error de conexión,-34.60337829589844,-58.40510559082031
UTC API,Cruce Sitra,885e7b41-e1c6-4ac8-9f2f-04b6c6a791d0,8328,Desconocido,-34.648159128483286,-58.372786607466274
UTC API,Cruce Sitra,0ec5ec71-a39f-414c-82a8-a6ddf55f28ea,1218,Conectado,-34.59968147058882,-58.394387088538814
UTC API,Cruce Sitra,ea6e7efa-8359-4383-bf29-54ec418efac7,1725,Desconocido,-34.594128649472836,-58.37768933076711
UTC API,Cruce Sitra,b15647fd-68da-4d68-8c0a-b36637b7dd26,1136,Conectado,-34.59055787790499,-58.397448728980486
UTC API,Cruce Sitra,a801fa46-0cda-494f-aacb-26d86057bebe,1568,Desconocido,-34.607183886158026,-58.37504584612167
UTC API,Cruce Sitra,5a8720de-3e0b-4f0c-a7cd-31d6282762e5,3854,Desconocido,-34.60512313451302,-58.36794614864373
UTC API,Cruce Sitra,12ddc101-4b80-47db-b4c3-1d47275f8986,8913,Conectado,-34.611616815888645,-58.36183022585776
UTC API,Cruce Icarus,CLT#050303,Av. Juan Baustista Alberdi - Beauchef,Error de conexión,-34.6229045,-58.4334263
UTC API,Cruce Icarus,CLT#050302,Av. Juan Baustista Alberdi - Viel,Error de conexión,-34.6227699,-58.4321495
UTC API,Cruce Icarus,CLT#050301,Av. Juan Baustista Alberdi - Doblas,Error de conexión,-34.6225442,-58.4307709
UTC API,Cruce Sitra,ffa70d46-5aef-4971-b6a6-a56d7d3123e2,8316,Conectado,-34.63624945382269,-58.37505368665185
UTC API,Cruce Icarus,CLT#050307,Av. Juan Baustista Alberdi - Bertres,Error de conexión,-34.6231141,-58.4384863
UTC API,Cruce Icarus,CLT#050306,Av. Juan Baustista Alberdi - San José de Calasanz,Error de conexión,-34.623193,-58.4377371
UTC API,Cruce Icarus,CLT#050305,Av. Juan Baustista Alberdi - Riglos,Error de conexión,-34.6232069,-58.4362742
UTC API,Cruce Icarus,CLT#050304,Av. Juan Baustista Alberdi - Av. José María Moreno,Error de conexión,-34.6230195,-58.4346481
UTC API,Cruce Icarus,CLT#050309,Av. Juan Baustista Alberdi - Cachimayo,Error de conexión,-34.6228221,-58.4418965
UTC API,Cruce Icarus,CLT#050308,Av. Juan Baustista Alberdi - Del Barco Centenera,Error de conexión,-34.6228684,-58.4408532
UTC API,Cruce Icarus,CLT#050310,Av. Juan Baustista Alberdi - Emilio Mitre,Error de conexión,-34.6229828,-58.4436213
UTC API,Cruce Sitra,c6d664ba-3725-4829-b564-5c63f9ef842f,1018,Conectado,-34.61231767396222,-58.369378971534864
UTC API,Cruce Icarus,CLT#050314,Av. Juan Baustista Alberdi - Miró,Error de conexión,-34.6259761,-58.4491362
UTC API,Cruce Icarus,CLT#050313,Av. Juan Baustista Alberdi - Puan,Error de conexión,-34.6253622,-58.4479002
UTC API,Cruce Icarus,CLT#050312,Av. Juan Baustista Alberdi - Hortiguera,Error de conexión,-34.6246945,-58.446536
UTC API,Cruce Sitra,bfa8f031-335a-4dbf-bfd3-0234faa6f6ca,3811,Desconocido,-34.60533642848637,-58.37002490234868
UTC API,Cruce Icarus,CLT#050311,Av. Juan Baustista Alberdi - Victor Martinez,Error de conexión,-34.6237986,-58.4449917
UTC API,Cruce Icarus,CLT#050318,Av. Juan Baustista Alberdi - Av. Carabobo,Error de conexión,-34.6292943,-58.455473
UTC API,Cruce Sitra,3e7981fc-262d-40f9-b742-51709c3419a5,8937,Desconocido,-34.61092516177976,-58.36635542919467
UTC API,Cruce Icarus,CLT#050317,Av. Juan Baustista Alberdi - Pumacahua,Error de conexión,-34.6285827,-58.454004
UTC API,Cruce Icarus,CLT#050316,Av. Juan Baustista Alberdi - Av. Curapaligüe,Error de conexión,-34.627896,-58.4528831
UTC API,Cruce Icarus,CLT#050315,Av. Juan Baustista Alberdi - Malvinas Argentinas,Error de conexión,-34.6269289,-58.4509944
UTC API,Cruce Icarus,CLT#050319,Av. Juan Baustista Alberdi - Lautaro,Error de conexión,-34.6296323,-58.4565464
UTC API,Cruce Icarus,CLT#050321,Av. Juan Baustista Alberdi - Esteban Bonorino,Error de conexión,-34.6303258,-58.4587744
UTC API,Cruce Icarus,CLT#050320,Av. Juan Baustista Alberdi - Camacuá,Error de conexión,-34.6299694,-58.4576134
UTC API,Cruce Icarus,CLT#050325,Av. Carabobo - Ramón L. Falcón,Error de conexión,-34.6281224,-58.4560561
UTC API,Cruce Icarus,CLT#050324,Av. Curapaligüe - Ramón L. Falcón,Error de conexión,-34.6267755,-58.4534463
UTC API,Cruce Icarus,CLT#050323,Formosa - Doblas,Error de conexión,-34.6209209,-58.4310861
UTC API,Cruce Icarus,CLT#050322,Av. Juan Baustista Alberdi - Membrillar,Error de conexión,-34.630749,-58.4601026
UTC API,Cruce Sitra,baee5536-e65b-40fc-8eca-52f62cbfd1de,8175,Conectado,-34.63375489639065,-58.38871131901479
UTC API,Cruce Sitra,bd3401d3-4553-4ee1-bc3c-bc5944d5602f,1292,Desconocido,-34.59408831095266,-58.37996199999998
UTC API,Cruce Icarus,CLT#050329,Av. Pedro Goyena - Del Barco Centenera,Error de conexión,-34.626398,-58.4404643
UTC API,Cruce Sitra,607acbd6-6c6e-4de6-89d2-8c2c1dd62759,1260,Conectado,-34.59556732902866,-58.39739014901335
UTC API,Cruce Icarus,CLT#050328,Del Barco Centenera - Valle,Error de conexión,-34.6249836,-58.4406289
UTC API,Cruce Icarus,CLT#050327,Riglos - Valle,Error de conexión,-34.6245452,-58.4362389
UTC API,Cruce Icarus,CLT#050326,Av .José María Moreno - Valle,Error de conexión,-34.6244382,-58.4344962
UTC API,Cruce Sitra,f7d51b15-4d37-4c7e-8bd0-16573c68e949,1296,Desconocido,-34.592901673230706,-58.403026144781215
UTC API,Cruce Icarus,CLT#050332,Av. Pedro Goyena - Victor Martinez,Error de conexión,-34.626973,-58.444389
UTC API,Cruce Icarus,CLT#050331,Av. Pedro Goyena - Emilio Mitre,Error de conexión,-34.6267514,-58.4432387
UTC API,Cruce Icarus,CLT#050330,Av. Pedro Goyena - Cachimayo,Error de conexión,-34.6265679,-58.4415022
UTC API,Cruce Icarus,CLT#050336,Av. Pedro Goyena - Malvinas Argentinas,Error de conexión,-34.6281114,-58.4504046
UTC API,Cruce Icarus,CLT#050335,Av. Pedro Goyena - Miró,Error de conexión,-34.6277659,-58.4484238
UTC API,Cruce Icarus,CLT#050334,Av. Pedro Goyena - Puan,Error de conexión,-34.6274554,-58.4470304
UTC API,Cruce Icarus,CLT#050333,Av. Pedro Goyena - Hortiguera,Error de conexión,-34.6271669,-58.4455206
UTC API,Cruce Sitra,90e359e1-e01d-4f12-b03a-6e7dfbe43057,8198,Desconocido,-34.632714835557266,-58.390532865237745
UTC API,Cruce Icarus,CLT#050339,Av. Pedro Goyena - Thompson,Error de conexión,-34.626232,-58.439132
UTC API,Cruce Icarus,CLT#050338,Bonifacio - Lautaro,Error de conexión,-34.630753,-58.4560187
UTC API,Cruce Icarus,CLT#050337,Av. Pedro Goyena - Av. Curapaligüe,Error de conexión,-34.6285173,-58.4525931
UTC API,Cruce Sitra,1f70b2b7-aac4-41c5-8ca6-30b2c48463c9,8196,Desconocido,-34.6315892814935,-58.39067234010652
UTC API,Cruce Sitra,e9f2c3b2-7e5b-416b-8921-329b812e4122,1187,Desconocido,-34.59244830398802,-58.38480864483808
UTC API,Cruce Citar,3119,3119,Conectado,-34.574529,-58.425045
UTC API,Cruce Icarus,CLT#050340,Emilio Mitre - Valle,Error de conexión,-34.625245,-58.443326
UTC API,Cruce Sitra,d8993dfe-cda4-498f-82ba-9808f8f87b99,1541,Conectado,-34.603668227522036,-58.38111885833147
UTC API,Cruce Sitra,7420e9b4-9328-471c-8ccb-11e140723a47,1116,Conectado,-34.59287086008346,-58.397475426793285
UTC API,Cruce Omnia,3902,3902,Error de conexión,-34.596648,-58.372219
UTC API,Cruce Omnia,3903,3903,Error de conexión,-34.597706,-58.371801
UTC API,Cruce Omnia,3904,3904,Error de conexión,-34.599018,-58.371036
UTC API,Cruce Omnia,3905,3905,Error de conexión,-34.600137,-58.370757
UTC API,Cruce Sitra,91b3f4e7-250c-49ec-8459-0e7f21896416,1200,Conectado,-34.598072407809255,-58.38410316564142
UTC API,Cruce Sitra,b0c1c76f-3354-4e2e-a53b-ca0b9547a53e,1140,Desconocido,-34.590843639785874,-58.399207191535936
UTC API,Cruce Icarus,CLT#060509,Av. Rivadavia - Timoteo Gordillo - Barragán,Conectado,-34.6388548,-58.5225446
UTC API,Cruce Icarus,CLT#080118,Av. Álvarez Jonte - Mercedes,Conectado,-34.6162189,-58.4990541
UTC API,Cruce Icarus,CLT#080119,Av. Álvarez Jonte - Av.Chivilcoy,Conectado,-34.6156232,-58.4979189
UTC API,Cruce Icarus,CLT#080116,Av. Álvarez Jonte - Av. Segurola,Conectado,-34.6180111,-58.5024166
UTC API,Cruce Icarus,CLT#080117,Av. Álvarez Jonte - Sanabria,Conectado,-34.617365,-58.5012041
UTC API,Cruce Icarus,CLT#080114,Av. Álvarez Jonte - Benito Juárez,Conectado,-34.6192172,-58.5047293
UTC API,Cruce Icarus,CLT#080115,Av. Álvarez Jonte - Marcos Paz,Conectado,-34.6185822,-58.5035394
UTC API,Cruce Icarus,CLT#060503,Colectora General Paz Oeste - Ramón L. Falcón,Conectado,-34.640551,-58.529925
UTC API,Cruce Icarus,CLT#060504,Colectora General Paz Este - Ramón L. Falcón,Conectado,-34.640485,-58.529
UTC API,Cruce Icarus,CLT#060501,Av. Rivadavia - Colectora General Paz Oeste,Conectado,-34.639404,-58.530042
UTC API,Cruce Icarus,CLT#060502,Av. Rivadavia - Colectora General Paz Este,Conectado,-34.639331,-58.529031
UTC API,Cruce Icarus,CLT#060507,Av. Rivadavia - Carhué,Conectado,-34.6390298,-58.5251031
UTC API,Cruce Icarus,CLT#060508,Av. Rivadavia - Cosquín,Conectado,-34.6389211,-58.5237359
UTC API,Cruce Icarus,CLT#060505,Av. Rivadavia - José León Suarez - Cuzco,Conectado,-34.6392413,-58.5277208
UTC API,Cruce Icarus,CLT#060506,Av. Rivadavia - Montiel,Conectado,-34.6391346,-58.5264371
UTC API,Cruce Icarus,CLT#080112,Av. Álvarez Jonte - Cervantes,Conectado,-34.6219574,-58.5090251
UTC API,Cruce Icarus,CLT#080113,Av. Álvarez Jonte - Bermúdez,Conectado,-34.6208091,-58.5077306
UTC API,Cruce Icarus,CLT#080110,Av. Álvarez Jonte - Irigoyen ,Conectado,-34.6290297,-58.5156209
UTC API,Cruce Icarus,CLT#080111,Av. Álvarez Jonte - Pedro Calderón de la Barca,Conectado,-34.6230484,-58.5102633
UTC API,Cruce Icarus,CLT#080109,Av. Álvarez Jonte - Ruiz de los Llanos ,Conectado,-34.6294524,-58.5164057
UTC API,Cruce Icarus,CLT#080107,Av. Lope de Vega - Alejandro Magariños Cervantes,Conectado,-34.6298285,-58.5043239
UTC API,Cruce Icarus,CLT#080108,Av. Lope de Vega - César Díaz,Conectado,-34.6314382,-58.5020582
UTC API,Cruce Sitra,7f3f8a56-0302-418c-aa33-64246d1c2559,1175,Desconocido,-34.59282802297386,-58.38446708465578
UTC API,Cruce Icarus,CLT#080105,Av. Lope de Vega - Juan Agustín García,Conectado,-34.6275837,-58.5072971
UTC API,Cruce Icarus,CLT#080106,Av. Lope de Vega - San Blas,Conectado,-34.6283143,-58.5063133
UTC API,Cruce Icarus,CLT#080103,Av. Lope de Vega - Av. Álvarez Jonte,Conectado,-34.6242793,-58.5116554
UTC API,Cruce Icarus,CLT#080104,Av. Lope de Vega - Miranda,Conectado,-34.6260417,-58.509363
UTC API,Cruce Icarus,CLT#060514,Av. Rivadavia - Patrón - Tuyú ,Conectado,-34.6392331,-58.5143047
UTC API,Cruce Icarus,CLT#060515,Av. Rivadavia - Pola - Urdaneta,Conectado,-34.6392833,-58.5129917
UTC API,Cruce Icarus,CLT#060512,Av. Rivadavia - Murguiondo,Conectado,-34.6390489,-58.5187659
UTC API,Cruce Icarus,CLT#060513,Av. Rivadavia - Fonrouge - Esteves Seguí,Conectado,-34.6391701,-58.5161341
UTC API,Cruce Icarus,CLT#060518,Av. Rivadavia - Corvalán - Dupuy,Conectado,-34.638867,-58.508683
UTC API,Cruce Icarus,CLT#060519,Av. Rivadavia - Araujo - Echenagucía,Conectado,-34.6386323,-58.5073574
UTC API,Cruce Icarus,CLT#060516,Av. Rivadavia - Miralla - Elías Bedoya,Conectado,-34.6393322,-58.5114039
UTC API,Cruce Icarus,CLT#060517,Av. Rivadavia - Albariño - Anselmo Saenz Valiente,Conectado,-34.6391065,-58.5100595
UTC API,Cruce Sitra,74045d14-ae06-4a65-8125-152bb87aa80a,1723,Conectado,-34.59804117704124,-58.4047406549358
UTC API,Cruce Icarus,CLT#060510,Av. Rivadavia - Av. Lisandro de la Torre,Conectado,-34.6389179,-58.5212093
UTC API,Cruce Icarus,CLT#060511,Av. Rivadavia - Martiniano Leguizamón,Conectado,-34.6389976,-58.5197515
UTC API,Cruce Icarus,CLT#080101,Av. Lope de Vega - Arregui,Conectado,-34.6225285,-58.5139166
