Id_hecho,n_victimas,fecha,hora,comuna,tipo_calle,longitud,latitud,victima,acusado,participantes,gravedad
LC-2019-0000179,1,2019-01-01,09:00:00,14,SIN DATO,-58.408911,-34.559658,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0000053,1,2019-01-01,01:55:00,8,SIN DATO,-58.44351,-34.669125,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0000063,1,2019-01-01,02:00:00,8,SIN DATO,-58.468335,-34.677556,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0000079,1,2019-01-01,02:30:00,7,SIN DATO,-58.437425,-34.647349,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0000082,4,2019-01-01,04:30:00,3,SIN DATO,-58.398225,-34.604579,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0000136,2,2019-01-01,08:05:00,15,SIN DATO,-58.439392,-34.588108,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0000142,1,2019-01-01,07:30:00,11,SIN DATO,-58.519116,-34.589282,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0000194,1,2019-01-01,07:15:00,9,SIN DATO,-58.528413,-34.650156,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0000202,1,2019-01-01,09:36:00,1,SIN DATO,-58.371488,-34.598416,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0000329,1,2019-01-01,12:24:00,4,SIN DATO,-58.404748,-34.648387,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0000347,1,2019-01-01,12:02:00,7,SIN DATO,-58.442125,-34.649498,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0000445,3,2019-01-01,13:40:00,11,SIN DATO,-58.524662,-34.603255,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0000493,1,2019-01-01,13:00:00,4,SIN DATO,-58.376137,-34.651461,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0000600,1,2019-01-01,19:46:00,1,SIN DATO,-58.374154,-34.591108,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0000636,1,2019-01-01,18:30:00,9,SIN DATO,-58.505709,-34.654463,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0000647,1,2019-01-01,18:50:00,12,SIN DATO,-58.490436,-34.583403,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0000686,1,2019-01-01,21:46:00,9,SIN DATO,-58.512313,-34.661307,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0005235,1,2019-01-01,03:00:00,2,SIN DATO,-58.399038,-34.598285,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0002218,1,2019-01-02,15:27:00,1,SIN DATO,-58.373748,-34.604635,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0000928,1,2019-01-02,07:01:00,5,SIN DATO,SIN DATO,SIN DATO,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0000963,5,2019-01-02,08:30:00,6,SIN DATO,-58.447266,-34.622984,TRANSPORTE PUBLICO,SIN DATO,TRANSPORTE PUBLICO - SIN DATO,SIN DATO
LC-2019-0001754,1,2019-01-02,12:00:00,5,SIN DATO,-58.415098,-34.620858,CAMIONETA,SIN DATO,CAMIONETA - SIN DATO,SIN DATO
LC-2019-0001879,1,2019-01-02,13:22:00,1,SIN DATO,-58.37226,-34.596132,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0001948,1,2019-01-02,12:32:00,14,SIN DATO,-58.448666,-34.567927,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0001987,1,2019-01-02,13:57:00,13,SIN DATO,-58.468124,-34.552719,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0001992,1,2019-01-02,14:09:00,1,SIN DATO,-58.37226,-34.596132,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0002083,1,2019-01-02,05:15:00,13,SIN DATO,-58.474535,-34.53838,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0002208,1,2019-01-02,15:18:00,4,SIN DATO,-58.398009,-34.638178,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0002740,1,2019-01-02,17:14:00,8,SIN DATO,-58.464704,-34.690814,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0003220,2,2019-01-02,19:50:00,3,SIN DATO,-58.39338,-34.609275,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0003340,1,2019-01-02,23:29:00,1,SIN DATO,-58.370261,-34.606522,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0005610,1,2019-01-02,07:15:00,1,SIN DATO,-58.373281,-34.590127,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0020183,1,2019-01-02,15:30:00,11,SIN DATO,-58.461782,-34.612442,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0022496,1,2019-01-02,10:00:00,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0003428,1,2019-01-03,02:05:00,1,SIN DATO,-58.370261,-34.606522,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0003432,1,2019-01-03,02:08:00,4,SIN DATO,-58.370256,-34.633619,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0003642,1,2019-01-03,08:47:00,4,SIN DATO,-58.389014,-34.651172,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0003787,1,2019-01-03,16:00:00,10,SIN DATO,-58.516946,-34.620214,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0003862,2,2019-01-03,09:10:00,14,SIN DATO,-58.420172,-34.587788,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0003884,1,2019-01-03,09:50:00,1,SIN DATO,-58.374037,-34.624434,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0004144,1,2019-01-03,11:51:00,13,SIN DATO,-58.458802,-34.572009,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0004229,1,2019-01-03,12:14:00,2,SIN DATO,-58.409433,-34.598087,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0004442,2,2019-01-03,11:00:00,12,SIN DATO,-58.471429,-34.560095,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0004565,1,2019-01-03,13:44:00,10,SIN DATO,-58.502861,-34.634383,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0004621,1,2019-01-03,13:20:00,3,SIN DATO,-58.402885,-34.61544,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0004622,1,2019-01-03,14:02:00,12,SIN DATO,-58.49491,-34.547957,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0004652,1,2019-01-03,14:18:00,15,SIN DATO,-58.455131,-34.605272,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0004717,1,2019-01-03,12:38:00,12,SIN DATO,-58.480138,-34.556424,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0004718,1,2019-01-03,12:40:00,4,SIN DATO,-58.403486,-34.648017,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0005334,1,2019-01-03,16:30:00,9,SIN DATO,-58.514805,-34.66058,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0005614,1,2019-01-03,11:00:00,3,SIN DATO,-58.411121,-34.606091,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0005622,1,2019-01-03,18:00:00,9,SIN DATO,-58.5013,-34.650495,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0005638,2,2019-01-03,19:00:00,5,SIN DATO,-58.419078,-34.637644,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0005647,1,2019-01-03,19:34:00,1,SIN DATO,-58.38184,-34.596726,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0005681,1,2019-01-03,18:20:00,12,SIN DATO,-58.473539,-34.543295,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0005764,1,2019-01-03,20:28:00,15,SIN DATO,-58.495341,-34.591985,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0005815,1,2019-01-03,20:00:00,10,SIN DATO,-58.486064,-34.640477,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0005979,1,2019-01-03,21:50:00,7,SIN DATO,-58.4585,-34.615899,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0007021,1,2019-01-04,10:20:00,13,SIN DATO,-58.44917,-34.56181,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0007536,1,2019-01-04,13:40:00,12,SIN DATO,-58.505206,-34.567724,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0006068,2,2019-01-04,02:49:00,3,SIN DATO,-58.39763,-34.617325,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0006306,1,2019-01-04,08:00:00,3,SIN DATO,-58.409257,-34.620021,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0006547,1,2019-01-04,02:00:00,9,SIN DATO,-58.500852,-34.673463,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0006638,2,2019-01-04,09:45:00,10,SIN DATO,-58.496239,-34.636075,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0006659,1,2019-01-04,09:20:00,12,SIN DATO,-58.512465,-34.584012,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0006789,1,2019-01-04,11:31:00,13,SIN DATO,-58.440762,-34.551161,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0006837,1,2019-01-04,10:15:00,1,SIN DATO,-58.371576,-34.619382,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0006857,1,2019-01-04,09:30:00,12,SIN DATO,-58.50378,-34.573907,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0007002,1,2019-01-04,11:45:00,9,SIN DATO,-58.498813,-34.657353,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0007187,1,2019-01-04,12:19:00,11,SIN DATO,-58.486836,-34.611405,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0007294,1,2019-01-04,12:30:00,15,SIN DATO,-58.467221,-34.579471,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0007336,1,2019-01-04,14:34:00,9,SIN DATO,-58.469778,-34.649672,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0007634,1,2019-01-04,14:50:00,SIN DATO,SIN DATO,SIN DATO,SIN DATO,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0007660,1,2019-01-04,15:20:00,6,SIN DATO,-58.432988,-34.620044,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0007701,1,2019-01-04,16:44:00,4,SIN DATO,-58.3743,-34.640305,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0007778,1,2019-01-04,17:11:00,9,SIN DATO,-58.514654,-34.64153,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0008077,1,2019-01-04,16:00:00,15,SIN DATO,-58.477241,-34.595179,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0008227,1,2019-01-04,19:21:00,5,SIN DATO,-58.413443,-34.626664,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0008238,2,2019-01-04,19:33:00,15,SIN DATO,-58.479158,-34.590782,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0008283,2,2019-01-04,17:53:00,SIN DATO,SIN DATO,SIN DATO,SIN DATO,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0008314,1,2019-01-04,05:35:00,15,SIN DATO,-58.453898,-34.58744,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0008367,1,2019-01-04,20:00:00,6,SIN DATO,-58.439337,-34.608879,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0008388,3,2019-01-04,20:47:00,15,SIN DATO,-58.454242,-34.585794,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0008467,1,2019-01-04,22:01:00,10,SIN DATO,-58.529911,-34.625715,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0008493,1,2019-01-04,18:15:00,15,SIN DATO,-58.444788,-34.584513,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0008496,1,2019-01-04,22:27:00,13,SIN DATO,-58.451299,-34.58028,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0008565,1,2019-01-04,23:47:00,4,SIN DATO,-58.391554,-34.635687,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0008566,1,2019-01-04,21:00:00,10,SIN DATO,-58.514329,-34.617879,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0011897,1,2019-01-04,15:00:00,3,SIN DATO,-58.402176,-34.623778,TRANSPORTE PUBLICO,SIN DATO,TRANSPORTE PUBLICO - SIN DATO,SIN DATO
LC-2019-0017883,1,2019-01-04,16:00:00,14,SIN DATO,-58.421782,-34.597734,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0020135,1,2019-01-04,22:10:00,8,SIN DATO,-58.474577,-34.68688,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0020930,1,2019-01-04,21:30:00,12,SIN DATO,-58.4727,-34.560778,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0267364,1,2019-01-04,14:28:00,3,SIN DATO,-58.404144,-34.617043,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0008974,1,2019-01-05,09:30:00,SIN DATO,SIN DATO,SIN DATO,SIN DATO,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0009312,1,2019-01-05,13:40:00,10,SIN DATO,-58.5011,-34.636705,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0052387,1,2019-01-05,23:30:00,3,SIN DATO,-58.407935,-34.618887,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0008603,1,2019-01-05,00:22:00,5,SIN DATO,-58.416892,-34.610987,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0008860,3,2019-01-05,06:28:00,4,SIN DATO,-58.412835,-34.655086,TRANSPORTE PUBLICO,SIN DATO,TRANSPORTE PUBLICO - SIN DATO,SIN DATO
LC-2019-0008916,1,2019-01-05,09:34:00,3,SIN DATO,-58.403052,-34.625845,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0008924,1,2019-01-05,08:20:00,3,SIN DATO,-58.392912,-34.619174,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0009068,1,2019-01-05,11:00:00,10,SIN DATO,-58.529805,-34.627034,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0009123,1,2019-01-05,11:53:00,10,SIN DATO,-58.501286,-34.622979,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0009194,1,2019-01-05,11:55:00,3,SIN DATO,-58.405445,-34.627374,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0009305,1,2019-01-05,10:30:00,8,SIN DATO,-58.442861,-34.657568,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0009325,1,2019-01-05,06:00:00,1,SIN DATO,-58.36793,-34.605172,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0009392,1,2019-01-05,15:00:00,15,SIN DATO,-58.441826,-34.60066,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0009580,1,2019-01-05,16:00:00,13,SIN DATO,-58.467688,-34.549342,TRANSPORTE PUBLICO,SIN DATO,TRANSPORTE PUBLICO - SIN DATO,SIN DATO
LC-2019-0009722,1,2019-01-05,19:21:00,8,SIN DATO,-58.47462,-34.683043,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0009807,2,2019-01-05,20:57:00,9,SIN DATO,-58.465951,-34.658307,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0010031,1,2019-01-05,23:40:00,15,SIN DATO,-58.474932,-34.604173,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0010621,1,2019-01-05,21:30:00,10,SIN DATO,-58.488908,-34.634216,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0012840,1,2019-01-05,22:00:00,11,SIN DATO,-58.493016,-34.601758,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0010050,1,2019-01-06,02:06:00,7,SIN DATO,-58.469868,-34.633801,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0010105,1,2019-01-06,03:01:00,1,SIN DATO,-58.381483,-34.594546,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0010145,1,2019-01-06,03:20:00,11,SIN DATO,-58.50758,-34.604624,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0010228,1,2019-01-06,07:00:00,2,SIN DATO,-58.405356,-34.590326,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0010301,1,2019-01-06,08:40:00,1,SIN DATO,-58.378123,-34.602378,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0010436,2,2019-01-06,12:30:00,1,SIN DATO,-58.380012,-34.622135,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0010649,1,2019-01-06,18:08:00,2,SIN DATO,-58.411924,-34.598002,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0010661,1,2019-01-06,18:11:00,6,SIN DATO,-58.447447,-34.625172,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0010730,1,2019-01-06,19:25:00,15,SIN DATO,-58.447169,-34.605403,TRANSPORTE PUBLICO,SIN DATO,TRANSPORTE PUBLICO - SIN DATO,SIN DATO
LC-2019-0010814,1,2019-01-06,20:53:00,14,SIN DATO,-58.419283,-34.587575,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0010884,2,2019-01-06,21:30:00,12,SIN DATO,-58.493326,-34.54837,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0010983,2,2019-01-06,22:20:00,SIN DATO,SIN DATO,SIN DATO,SIN DATO,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0013589,1,2019-01-07,20:56:00,7,SIN DATO,-58.471575,-34.626368,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0021745,1,2019-01-07,12:00:00,11,SIN DATO,-58.528155,-34.611798,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0011004,1,2019-01-07,01:06:00,5,SIN DATO,-58.418829,-34.62583,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0011053,1,2019-01-07,01:00:00,6,SIN DATO,-58.43953,-34.628853,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0011092,1,2019-01-07,03:50:00,SIN DATO,SIN DATO,SIN DATO,SIN DATO,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0011335,1,2019-01-07,09:02:00,13,SIN DATO,SIN DATO,SIN DATO,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0011431,1,2019-01-07,07:20:00,9,SIN DATO,-58.507922,-34.656089,TRANSPORTE PUBLICO,SIN DATO,TRANSPORTE PUBLICO - SIN DATO,SIN DATO
LC-2019-0011534,1,2019-01-07,10:17:00,3,SIN DATO,-58.3958,-34.616021,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0011575,2,2019-01-07,08:55:00,3,SIN DATO,-58.397691,-34.618555,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0011908,1,2019-01-07,09:50:00,13,SIN DATO,-58.472974,-34.551674,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0012172,1,2019-01-07,12:53:00,1,SIN DATO,-58.384719,-34.612323,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0012293,1,2019-01-07,13:24:00,9,SIN DATO,-58.52877,-34.64373,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0012508,1,2019-01-07,13:20:00,1,SIN DATO,-58.380897,-34.624645,TRANSPORTE PUBLICO,SIN DATO,TRANSPORTE PUBLICO - SIN DATO,SIN DATO
LC-2019-0012578,1,2019-01-07,14:57:00,5,SIN DATO,-58.41618,-34.635318,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0012580,1,2019-01-07,13:20:00,12,SIN DATO,-58.48935,-34.549178,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0012638,1,2019-01-07,15:12:00,9,SIN DATO,-58.511016,-34.666649,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0012821,1,2019-01-07,16:13:00,1,SIN DATO,-58.380622,-34.619758,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0012823,1,2019-01-07,16:11:00,14,SIN DATO,-58.415573,-34.555241,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0013193,1,2019-01-07,18:05:00,11,SIN DATO,-58.476096,-34.618101,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0013235,1,2019-01-07,17:01:00,7,SIN DATO,-58.468682,-34.634692,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0013261,1,2019-01-07,18:35:00,3,SIN DATO,-58.39669,-34.623003,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0013370,1,2019-01-07,18:35:00,12,SIN DATO,-58.475488,-34.539371,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0013412,2,2019-01-07,18:00:00,5,SIN DATO,-58.417434,-34.621129,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0013440,1,2019-01-07,19:42:00,3,SIN DATO,-58.392772,-34.600806,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0013452,1,2019-01-07,19:52:00,10,SIN DATO,-58.510559,-34.625114,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0013652,4,2019-01-07,19:35:00,1,SIN DATO,-58.374439,-34.591666,TRANSPORTE PUBLICO,SIN DATO,TRANSPORTE PUBLICO - SIN DATO,SIN DATO
LC-2019-0013857,2,2019-01-07,21:55:00,12,SIN DATO,-58.486934,-34.545749,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0015962,1,2019-01-07,18:00:00,3,SIN DATO,-58.391962,-34.609233,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0013801,1,2019-01-08,23:00:00,1,SIN DATO,-58.3733,-34.613613,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0014314,1,2019-01-08,09:15:00,5,SIN DATO,-58.414935,-34.599599,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0014448,1,2019-01-08,10:00:00,5,SIN DATO,-58.41322,-34.638077,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0014787,1,2019-01-08,10:00:00,15,SIN DATO,-58.456416,-34.602389,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0013840,1,2019-01-08,01:15:00,3,SIN DATO,-58.407091,-34.601586,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0013850,1,2019-01-08,02:33:00,2,SIN DATO,-58.406632,-34.598045,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0014140,1,2019-01-08,09:16:00,3,SIN DATO,-58.411466,-34.613036,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0014220,1,2019-01-08,08:30:00,3,SIN DATO,-58.395595,-34.61614,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0014442,1,2019-01-08,11:03:00,13,SIN DATO,-58.432336,-34.551859,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0014503,1,2019-01-08,09:28:00,13,SIN DATO,-58.471008,-34.550526,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0014534,1,2019-01-08,10:30:00,10,SIN DATO,-58.49821,-34.628067,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0014580,1,2019-01-08,11:37:00,3,SIN DATO,-58.405934,-34.601726,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0014644,2,2019-01-08,08:30:00,14,SIN DATO,-58.425894,-34.59153,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0014790,1,2019-01-08,10:52:00,5,SIN DATO,-58.415783,-34.61562,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0014956,1,2019-01-08,17:30:00,10,SIN DATO,-58.473352,-34.634862,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0015085,1,2019-01-08,13:53:00,1,SIN DATO,-58.379401,-34.590102,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0015193,1,2019-01-08,14:34:00,7,SIN DATO,-58.467516,-34.621471,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0015241,1,2019-01-08,12:40:00,8,SIN DATO,-58.478558,-34.682602,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0015361,1,2019-01-08,13:45:00,7,SIN DATO,-58.464112,-34.62925,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0015585,1,2019-01-08,15:30:00,8,SIN DATO,-58.447442,-34.663275,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0015614,1,2019-01-08,17:10:00,5,SIN DATO,-58.417799,-34.600958,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0015617,1,2019-01-08,15:05:00,15,SIN DATO,-58.48365,-34.589491,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
