Id_hecho,n_victimas,fecha,hora,comuna,tipo_calle,longitud,latitud,victima,acusado,participantes,gravedad
LC-2019-0276754,1,2019-05-03,17:30:00,1,SIN DATO,-58.379664,-34.622042,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0276816,1,2019-05-03,22:41:00,13,SIN DATO,SIN DATO,SIN DATO,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0276841,1,2019-05-03,20:45:00,1,SIN DATO,-58.375448,-34.592655,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0277788,1,2019-05-03,17:00:00,13,SIN DATO,-58.454789,-34.576606,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0293949,1,2019-05-03,16:30:00,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0296727,1,2019-05-03,08:50:00,11,SIN DATO,-58.493708,-34.615868,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0276921,1,2019-05-04,00:26:00,3,SIN DATO,-58.391962,-34.609233,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0277258,1,2019-05-04,05:00:00,11,SIN DATO,-58.517208,-34.604188,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0277531,1,2019-05-04,09:50:00,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0277607,1,2019-05-04,11:32:00,14,SIN DATO,-58.427076,-34.580732,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0277673,1,2019-05-04,11:15:00,11,SIN DATO,-58.488171,-34.603494,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0277702,1,2019-05-04,11:23:00,13,SIN DATO,-58.466139,-34.55432,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0277719,1,2019-05-04,12:30:00,4,SIN DATO,-58.416244,-34.647824,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0277747,1,2019-05-04,10:20:00,1,SIN DATO,-58.382282,-34.602581,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0277758,1,2019-05-04,12:40:00,10,SIN DATO,-58.528963,-34.618762,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0277835,1,2019-05-04,15:18:00,4,SIN DATO,-58.359492,-34.636531,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0277935,3,2019-05-04,16:29:00,10,SIN DATO,-58.524165,-34.624164,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0277941,1,2019-05-04,16:30:00,5,SIN DATO,-58.412692,-34.618068,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0277953,1,2019-05-04,12:10:00,1,SIN DATO,-58.382779,-34.594301,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0278000,1,2019-05-04,15:00:00,7,SIN DATO,-58.465769,-34.642833,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0278088,1,2019-05-04,17:25:00,11,SIN DATO,-58.47791,-34.618128,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0278091,1,2019-05-04,16:00:00,15,SIN DATO,-58.469344,-34.5786,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0278144,1,2019-05-04,18:55:00,4,SIN DATO,-58.431891,-34.645412,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0278214,1,2019-05-04,15:05:00,2,SIN DATO,-58.391813,-34.597218,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0278267,1,2019-05-04,19:20:00,10,SIN DATO,-58.510559,-34.625114,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0278301,2,2019-05-04,19:55:00,4,SIN DATO,-58.40505,-34.649795,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0278371,1,2019-05-04,22:15:00,14,SIN DATO,-58.422307,-34.575507,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0278375,1,2019-05-04,20:50:00,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0278474,1,2019-05-04,22:00:00,12,SIN DATO,-58.490265,-34.569815,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0281101,1,2019-05-04,13:15:00,15,SIN DATO,-58.492907,-34.597067,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0278694,1,2019-05-05,00:23:00,7,SIN DATO,-58.441006,-34.630153,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0278706,1,2019-05-05,05:00:00,1,SIN DATO,-58.378781,-34.617546,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0278737,1,2019-05-05,07:13:00,14,SIN DATO,-58.414994,-34.585789,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0278749,2,2019-05-05,08:08:00,3,SIN DATO,-58.407785,-34.619718,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0278846,1,2019-05-05,10:52:00,14,SIN DATO,-58.44018,-34.565612,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0278986,2,2019-05-05,12:40:00,10,SIN DATO,-58.490877,-34.642757,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0279052,1,2019-05-05,14:02:00,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0279346,3,2019-05-05,18:26:00,9,SIN DATO,-58.51102,-34.6539,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0279396,1,2019-05-05,17:35:00,9,SIN DATO,-58.476937,-34.656294,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0279425,1,2019-05-05,19:39:00,14,SIN DATO,-58.42124,-34.586963,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0279551,1,2019-05-05,21:39:00,8,SIN DATO,-58.443171,-34.664933,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0279596,1,2019-05-05,22:43:00,4,SIN DATO,-58.390669,-34.631527,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0279633,1,2019-05-05,23:43:00,9,SIN DATO,-58.469778,-34.649672,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0279660,1,2019-05-05,23:30:00,8,SIN DATO,-58.458364,-34.67315,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0279717,1,2019-05-05,23:10:00,1,SIN DATO,-58.381153,-34.609038,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0280934,2,2019-05-05,14:00:00,8,SIN DATO,-58.491706,-34.674193,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0290032,1,2019-05-05,09:00:00,12,SIN DATO,-58.474928,-34.53999,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0280993,1,2019-05-06,13:00:00,14,SIN DATO,-58.430254,-34.590004,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0292210,1,2019-05-06,16:50:00,10,SIN DATO,-58.510049,-34.639115,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0279688,1,2019-05-06,01:34:00,10,SIN DATO,-58.505354,-34.62902,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0279826,2,2019-05-06,05:10:00,2,SIN DATO,-58.397377,-34.595558,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0279836,1,2019-05-06,06:00:00,6,SIN DATO,-58.435503,-34.620405,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0280042,1,2019-05-06,08:45:00,5,SIN DATO,-58.413577,-34.625138,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0280087,1,2019-05-06,09:42:00,12,SIN DATO,-58.468893,-34.56118,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0280170,2,2019-05-06,08:40:00,7,SIN DATO,-58.434577,-34.653006,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0280208,1,2019-05-06,10:16:00,3,SIN DATO,-58.398969,-34.611982,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0280242,1,2019-05-06,06:05:00,1,SIN DATO,-58.36793,-34.605172,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0280260,1,2019-05-06,10:34:00,13,SIN DATO,-58.44786,-34.578755,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0280264,1,2019-05-06,10:38:00,3,SIN DATO,-58.399833,-34.620905,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0280286,1,2019-05-06,09:50:00,11,SIN DATO,-58.48436,-34.599732,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0280365,1,2019-05-06,11:06:00,14,SIN DATO,-58.417268,-34.597825,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0280374,1,2019-05-06,11:07:00,12,SIN DATO,-58.468626,-34.573154,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0280409,1,2019-05-06,10:30:00,1,SIN DATO,-58.385505,-34.604013,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0280614,1,2019-05-06,10:10:00,1,SIN DATO,-58.38253,-34.58858,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0280653,1,2019-05-06,11:00:00,4,SIN DATO,-58.387886,-34.635018,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0280674,1,2019-05-06,11:00:00,1,SIN DATO,-58.358629,-34.61161,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0280798,1,2019-05-06,11:20:00,2,SIN DATO,-58.391813,-34.597218,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0280892,1,2019-05-06,11:25:00,1,SIN DATO,-58.380622,-34.619758,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0280964,1,2019-05-06,12:15:00,11,SIN DATO,-58.490002,-34.601964,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0280967,1,2019-05-06,10:35:00,13,SIN DATO,-58.457509,-34.561086,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0280996,1,2019-05-06,13:45:00,14,SIN DATO,-58.434413,-34.564889,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0281026,1,2019-05-06,09:15:00,15,SIN DATO,-58.449128,-34.593194,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0281057,1,2019-05-06,15:00:00,10,SIN DATO,-58.496674,-34.643767,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0281118,2,2019-05-06,14:20:00,12,SIN DATO,-58.502018,-34.574353,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0281318,1,2019-05-06,13:45:00,4,SIN DATO,-58.417788,-34.652577,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0281570,1,2019-05-06,13:00:00,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0281626,1,2019-05-06,16:43:00,14,SIN DATO,-58.410708,-34.588739,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0281771,1,2019-05-06,16:20:00,6,SIN DATO,-58.453539,-34.624071,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0281781,2,2019-05-06,15:40:00,SIN DATO,SIN DATO,SIN DATO,SIN DATO,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0281808,1,2019-05-06,16:00:00,9,SIN DATO,-58.519752,-34.639007,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0281943,1,2019-05-06,18:24:00,9,SIN DATO,-58.519752,-34.639007,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0282005,1,2019-05-06,17:05:00,1,SIN DATO,-58.382852,-34.588405,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0282012,1,2019-05-06,18:37:00,10,SIN DATO,-58.475399,-34.635661,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0282042,2,2019-05-06,16:20:00,13,SIN DATO,-58.436745,-34.551611,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0282053,2,2019-05-06,16:40:00,15,SIN DATO,-58.453253,-34.591002,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0282089,1,2019-05-06,17:44:00,1,SIN DATO,-58.390358,-34.61679,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0282168,1,2019-05-06,19:34:00,5,SIN DATO,-58.430974,-34.602256,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0282225,1,2019-05-06,19:15:00,15,SIN DATO,-58.43533,-34.596162,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0282242,1,2019-05-06,14:25:00,13,SIN DATO,-58.458298,-34.560158,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0282283,1,2019-05-06,20:21:00,6,SIN DATO,-58.434766,-34.628156,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0282378,3,2019-05-06,19:00:00,2,SIN DATO,-58.387448,-34.585902,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0282407,1,2019-05-06,19:50:00,14,SIN DATO,-58.426251,-34.594231,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0282409,2,2019-05-06,20:40:00,15,SIN DATO,-58.445516,-34.595598,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0282465,1,2019-05-06,22:00:00,10,SIN DATO,-58.507613,-34.625336,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0282492,1,2019-05-06,23:02:00,3,SIN DATO,-58.394726,-34.612881,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0283239,1,2019-05-06,20:30:00,3,SIN DATO,-58.40538,-34.598125,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0285921,1,2019-05-06,08:40:00,4,SIN DATO,-58.389888,-34.640202,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0286795,1,2019-05-06,21:40:00,7,SIN DATO,-58.440377,-34.630963,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0287095,1,2019-05-06,15:45:00,7,SIN DATO,-58.465548,-34.633747,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0289559,1,2019-05-06,16:30:00,15,SIN DATO,-58.452017,-34.606166,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0284378,1,2019-05-07,15:40:00,6,SIN DATO,-58.427799,-34.622072,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0285734,1,2019-05-07,08:43:00,3,SIN DATO,-58.405818,-34.624226,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0282569,1,2019-05-07,00:42:00,7,SIN DATO,-58.471219,-34.623762,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0282584,1,2019-05-07,00:00:00,14,SIN DATO,-58.417001,-34.596645,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0282675,2,2019-05-07,03:03:00,4,SIN DATO,-58.396992,-34.656083,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0282841,1,2019-05-07,08:12:00,14,SIN DATO,-58.437173,-34.58642,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0282898,1,2019-05-07,08:00:00,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0283223,1,2019-05-07,08:35:00,14,SIN DATO,-58.413176,-34.591052,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0283344,1,2019-05-07,10:59:00,4,SIN DATO,-58.366311,-34.626692,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0283677,1,2019-05-07,12:52:00,13,SIN DATO,-58.461517,-34.566305,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0283730,1,2019-05-07,13:03:00,14,SIN DATO,-58.442983,-34.567999,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0283769,1,2019-05-07,12:30:00,3,SIN DATO,-58.405971,-34.610119,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0283801,2,2019-05-07,11:45:00,11,SIN DATO,-58.485154,-34.599069,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0283816,1,2019-05-07,12:50:00,4,SIN DATO,-58.380712,-34.648619,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0283929,1,2019-05-07,13:53:00,6,SIN DATO,-58.437815,-34.614074,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0283932,1,2019-05-07,13:52:00,1,SIN DATO,-58.380432,-34.614189,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0283947,1,2019-05-07,13:59:00,7,SIN DATO,-58.467316,-34.63555,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0283977,1,2019-05-07,14:10:00,3,SIN DATO,-58.409257,-34.620021,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0283986,1,2019-05-07,12:30:00,15,SIN DATO,-58.45074,-34.606493,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0284104,1,2019-05-07,15:03:00,6,SIN DATO,-58.438708,-34.608797,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0284105,1,2019-05-07,15:05:00,3,SIN DATO,-58.405096,-34.598124,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0284113,1,2019-05-07,15:09:00,5,SIN DATO,-58.412413,-34.635215,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0284180,1,2019-05-07,15:30:00,4,SIN DATO,-58.368591,-34.633459,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0284283,1,2019-05-07,15:57:00,4,SIN DATO,-58.366574,-34.628265,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0284288,2,2019-05-07,15:50:00,3,SIN DATO,-58.413749,-34.610761,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0284308,1,2019-05-07,16:03:00,6,SIN DATO,-58.432157,-34.622764,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0284636,1,2019-05-07,16:00:00,6,SIN DATO,-58.448224,-34.630141,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0284651,1,2019-05-07,17:54:00,11,SIN DATO,-58.482094,-34.598398,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0284689,1,2019-05-07,18:09:00,4,SIN DATO,-58.404939,-34.649988,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0284782,1,2019-05-07,18:40:00,7,SIN DATO,-58.456624,-34.620005,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0284813,1,2019-05-07,17:20:00,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0284841,1,2019-05-07,19:00:00,9,SIN DATO,-58.511712,-34.654568,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0284867,1,2019-05-07,17:05:00,1,SIN DATO,-58.370936,-34.599526,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0284939,1,2019-05-07,19:32:00,7,SIN DATO,-58.464908,-34.616045,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0284943,1,2019-05-07,16:45:00,8,SIN DATO,-58.43606,-34.6739,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0285102,1,2019-05-07,20:28:00,1,SIN DATO,-58.377267,-34.61878,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0285170,2,2019-05-07,18:20:00,6,SIN DATO,-58.435252,-34.628152,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0285173,1,2019-05-07,21:19:00,2,SIN DATO,-58.399927,-34.59962,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0285375,1,2019-05-07,22:10:00,11,SIN DATO,-58.487723,-34.603856,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0285416,1,2019-05-07,23:55:00,1,SIN DATO,-58.373203,-34.61401,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0286110,1,2019-05-07,23:00:00,2,SIN DATO,-58.408153,-34.598068,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0293801,1,2019-05-07,19:15:00,11,SIN DATO,-58.519116,-34.589282,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0294269,1,2019-05-07,13:40:00,3,SIN DATO,-58.391717,-34.613823,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0298647,1,2019-05-07,17:48:00,1,SIN DATO,-58.365452,-34.620317,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0301028,1,2019-05-08,19:30:00,6,SIN DATO,-58.437091,-34.617078,CICLISTA,SIN DATO,CICLISTA - SIN DATO,SIN DATO
LC-2019-0285361,1,2019-05-08,00:18:00,3,SIN DATO,-58.394317,-34.599942,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0285376,1,2019-05-08,00:43:00,5,SIN DATO,-58.424219,-34.632237,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0285377,2,2019-05-08,00:45:00,3,SIN DATO,-58.394317,-34.599942,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0285390,1,2019-05-08,00:05:00,10,SIN DATO,-58.530101,-34.633172,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0285505,1,2019-05-08,04:24:00,14,SIN DATO,-58.423408,-34.579642,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0285658,1,2019-05-08,08:44:00,3,SIN DATO,-58.391704,-34.618157,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0285737,1,2019-05-08,09:16:00,2,SIN DATO,-58.411126,-34.592471,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0285743,1,2019-05-08,06:30:00,14,SIN DATO,-58.429014,-34.580954,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0286204,1,2019-05-08,08:20:00,10,SIN DATO,-58.492269,-34.637781,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0286308,1,2019-05-08,11:50:00,5,SIN DATO,-58.428807,-34.599043,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0286440,1,2019-05-08,12:18:00,3,SIN DATO,-58.399919,-34.625601,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0286562,1,2019-05-08,12:58:00,1,SIN DATO,-58.381492,-34.595361,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0286574,1,2019-05-08,12:00:00,15,SIN DATO,-58.451224,-34.601017,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0286653,1,2019-05-08,12:00:00,15,SIN DATO,-58.449292,-34.606856,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0286746,1,2019-05-08,13:50:00,15,SIN DATO,-58.44119,-34.606035,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0286777,2,2019-05-08,13:58:00,4,SIN DATO,-58.405641,-34.644369,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0286884,1,2019-05-08,14:25:00,9,SIN DATO,-58.529232,-34.653343,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0286979,1,2019-05-08,13:40:00,14,SIN DATO,-58.41316,-34.587003,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0286991,1,2019-05-08,14:00:00,15,SIN DATO,-58.492907,-34.597067,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0287185,1,2019-05-08,13:40:00,8,SIN DATO,-58.462788,-34.670574,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0287209,2,2019-05-08,09:30:00,9,SIN DATO,-58.525488,-34.63621,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0287256,1,2019-05-08,14:45:00,1,SIN DATO,-58.367136,-34.612159,PEATON,SIN DATO,PEATON - SIN DATO,SIN DATO
LC-2019-0287289,1,2019-05-08,15:00:00,11,SIN DATO,-58.498308,-34.609436,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0287379,1,2019-05-08,16:46:00,9,SIN DATO,-58.513038,-34.659564,AUTO,SIN DATO,AUTO - SIN DATO,SIN DATO
LC-2019-0287383,1,2019-05-08,15:20:00,7,SIN DATO,-58.471703,-34.625836,MOTO,SIN DATO,MOTO - SIN DATO,SIN DATO
LC-2019-0287861,1,2019-05-08,19:35:00,9,SIN DATO,-58.527785,-34.637286,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0287866,1,2019-05-08,18:15:00,7,SIN DATO,-58.462218,-34.623361,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
LC-2019-0287892,1,2019-05-08,15:10:00,1,SIN DATO,-58.3816,-34.594178,SIN DATO,SIN DATO,SIN DATO - SIN DATO,SIN DATO
